anime_id,watching,completed,on-hold,dropped,plan to watch,total
29933,8,330,4,18,53,413
31403,297,2095,161,170,867,3590
30196,181,2417,79,82,2160,4919
34118,10,287,1,23,67,388
30738,14,229,13,67,294,617
8777,30,177,28,79,310,624
11189,18,814,10,32,213,1087
29479,9,48,2,53,43,155
38511,8,133,0,14,38,193
39146,2,23,1,36,28,90
45861,1,5,0,11,19,36
39375,3,20,6,24,35,88
39133,3,22,1,26,28,80
29671,10,189,2,32,63,296
39180,9,158,1,12,52,232
38672,50,1046,48,78,933,2155
9973,9,232,7,75,114,437
37180,11,104,7,58,105,285
35979,12,182,2,18,41,255
37736,570,1373,209,289,2197,4638
19115,743,11371,405,214,15352,28085
21363,693,2777,332,276,1669,5747
19905,17,75,8,48,173,321
37141,57852,308772,36917,33783,125431,562755
42757,1726,2,580,299,1163,3770
6065,39,220,18,58,340,675
1017,2464,17960,2023,2043,15614,40104
37171,30105,210368,14252,13938,115105,383768
26349,11423,220070,5345,6901,69256,312995
3902,124,800,86,92,498,1600
41899,35904,169552,5073,17556,54569,282654
39991,322,17834,129,67,4196,22548
193,4057,61241,3184,4497,18191,91170
40989,141,658,68,99,1463,2429
3385,234,1913,165,178,1193,3683
49876,58,176,27,28,180,469
50008,2,132,1,7,14,156
42585,9,82,11,22,107,231
18425,18,384,4,35,91,532
31564,4007,24566,2120,3159,24215,58067
3031,222,14807,204,188,3622,19043
4450,203,5381,239,240,4257,10320
16498,174498,2884951,44665,51665,151425,3307204
10906,531,3073,317,272,1897,6090
6182,44,673,35,54,1015,1821
3596,36,477,16,46,332,907
20903,1099,34160,464,206,17500,53429
30567,501,13422,193,219,3302,17637
1898,108,1922,60,58,945,3093
43692,17384,200787,3763,10354,60793,293081
36588,122,161,34,62,316,695
38901,2,168,3,13,34,220
15219,137,3847,126,160,2609,6879
26335,14,75,3,39,99,230
38752,4,104,2,8,27,145
33323,1110,40323,383,232,10874,52922
1011,351,12723,233,170,3871,17348
42438,7,248,5,8,38,306
36848,2345,15120,888,898,9195,28446
33438,100,92,55,56,1389,1692
49825,4,242,0,6,27,279
2267,134,4461,120,118,2855,7688
631,159,8063,138,93,2133,10586
22991,9,85,5,69,72,240
32729,40857,417643,20301,26349,197391,702541
38324,1,107,1,17,25,151
2828,623,4999,515,422,6150,12709
19029,332,8037,218,203,3192,11982
39166,445,5288,177,53,9782,15745
29379,6,44,8,47,62,167
11321,1981,15971,915,725,5790,25382
38938,4566,31396,1475,1512,30076,69025
289,584,9690,807,1070,5905,18056
23643,11,129,5,54,91,290
5558,117,703,69,112,541,1542
35118,412,8949,249,221,5246,15077
38474,21300,70878,4566,1506,71983,170233
35453,18,92,5,35,117,267
618,1382,20258,1091,1664,13126,37521
49668,2,127,5,13,50,197
34901,833,8816,335,583,2238,12805
28051,21,535,6,56,114,732
21853,185,4970,152,191,3229,8727
36624,21,282,11,58,218,590
1272,490,4386,357,495,2259,7987
44203,32073,141284,3127,7556,50712,234752
47638,1,101,1,11,19,133
43444,10,248,3,10,84,355
29943,26,1729,12,34,311,2112
6152,217,7719,125,147,2882,11090
40165,5712,15439,2325,13918,19993,57387
3075,57,643,59,155,399,1313
39164,55,3837,6,30,199,4127
16526,19,88,14,72,151,344
40552,2,47,3,19,26,97
4608,124,921,70,118,836,2069
36071,9,129,2,14,34,188
2353,164,2276,126,123,784,3473
40040,43,142,18,91,270,564
30512,31,97,25,41,625,819
24683,14,69,2,62,76,223
7021,14,541,7,37,129,728
9416,12,155,5,55,125,352
30408,10,164,3,41,59,277
3091,4276,81806,3214,2256,36703,128255
17823,42,261,32,90,297,722
35069,1603,7740,629,3458,7974,21404
5541,43,269,30,77,169,588
4800,54,854,60,106,471,1545
25029,24,205,12,42,244,527
35281,9,24,1,38,34,106
33062,6,97,2,35,41,181
371,784,78603,498,292,10306,90483
5454,1322,10252,1105,1717,9488,23884
2682,68,1351,49,79,692,2239
1056,134,4540,70,84,1478,6306
40616,3,130,1,13,45,192
43371,0,5,1,8,15,29
40845,99,2687,40,98,1838,4762
31258,8,368,4,27,81,488
9379,14239,148147,9593,10639,96848,279466
6206,15,52,6,48,106,227
28517,323,2804,209,161,1029,4526
2315,151,1855,75,115,933,3129
33663,30,193,5,26,151,405
10897,1451,96498,730,472,16207,115358
40835,244,1538,97,104,1549,3532
7112,59,596,40,58,1068,1821
37599,3384,11381,1213,3329,12889,32196
36231,55,58,17,118,294,542
10764,342,3809,199,219,1061,5630
43364,0,8,2,6,12,28
6547,65165,1421289,40493,46813,285657,1859417
38756,6,423,2,24,46,501
49431,103,43,22,43,2672,2883
31298,339,7849,260,213,3615,12276
15097,2500,13554,1070,749,6222,24095
31831,10,497,5,24,97,633
34336,17,107,12,48,142,326
35602,362,12673,180,185,3513,16913
7090,21,197,9,41,194,462
34550,1431,6558,945,3933,4241,17108
32534,131,1094,46,86,1122,2479
6067,93,240,47,96,671,1147
39948,1700,7355,571,728,12083,22437
45658,268,1772,85,127,1322,3574
951,859,5167,1002,1299,2222,10549
6030,6970,73300,5424,8431,40019,134144
995,910,34857,567,442,5464,42240
8898,49,592,20,48,480,1189
7337,525,45707,309,304,9564,56409
3972,9036,81303,8648,10346,13087,122420
33856,11,38,2,36,68,155
37938,258,116,78,97,607,1156
2634,53,1843,35,96,448,2475
433,4868,106151,2380,1344,81859,196602
42668,4368,18798,1914,3997,20571,49648
23265,24,470,9,61,120,684
125,1129,20754,1007,1553,8825,33268
390,4277,63965,3524,4627,31173,107566
40357,0,0,1,0,200703,200704
42432,9,272,7,7,57,352
32247,46,1045,27,50,455,1623
38907,10,147,6,38,57,258
1144,270,10940,193,113,3454,14970
6226,108,1909,82,150,1650,3899
40239,742,21981,205,416,4615,27959
41325,13,221,9,16,139,398
124,294,12289,241,246,3526,16596
36715,28,388,20,70,325,831
46431,0,5,0,0,60195,60200
33705,17,169,20,60,168,434
14173,295,10873,143,112,3170,14593
34870,232,7560,107,113,2364,10376
4044,89,521,90,165,775,1640
48627,56,1157,39,36,2007,3295
31231,268,24232,191,175,4275,29141
30549,697,6951,318,323,5276,13565
1026,128,1775,73,88,1875,3939
40539,4,58,3,18,26,109
32557,17,164,4,46,89,320
39141,68,126,22,58,250,524
24047,18,148,9,32,91,298
46488,0,0,0,0,3070,3070
30073,5,230,2,30,44,311
50681,32,0,6,31,44,113
43236,0,15,2,7,10,34
42149,26,129,11,29,111,306
19717,16,107,7,48,108,286
25393,28,409,19,37,277,770
20703,8,83,4,36,71,202
760,419,14551,270,235,5720,21195
43531,2,49,3,20,21,95
27655,9684,228290,5450,9643,35066,288133
30547,338,4680,121,67,3427,8633
20507,76841,1434123,38681,30305,301073,1881023
3616,1933,22386,1647,2557,10111,38634
1872,71,359,68,147,476,1121
9062,39487,166620,10255,4197,32389,252948
10013,51,612,32,58,748,1501
36109,758,4678,249,251,1656,7592
28779,884,13716,438,454,2498,17990
40476,10,260,2,13,93,378
43656,0,13,3,12,10,38
15325,560,18418,268,361,5150,24757
42249,220160,408082,26654,29006,172932,856834
5234,25,153,18,111,334,641
380,352,16712,294,227,3834,21419
6690,833,4389,434,361,2191,8208
16201,9795,76885,7288,16547,79893,190408
34647,241,11292,163,266,2762,14724
34455,577,1407,174,203,4867,7228
43629,0,0,0,0,7691,7691
4011,274,1742,151,178,1139,3484
40483,13893,101930,4104,7955,38001,165883
5996,83,4801,66,107,1442,6499
41105,227,3997,101,137,3155,7617
40154,511,5633,266,364,3535,10309
36043,1137,80599,378,230,10207,92551
38688,84,161,22,68,324,659
33354,16262,41926,6846,5317,35469,105820
37243,26,331,6,34,146,543
38062,5781,26031,2563,5604,26614,66593
403,1232,18073,851,1233,7811,29200
4540,113,2798,70,109,1711,4801
35962,30,0,11,41,64,146
34666,11,51,4,45,47,158
23009,12,86,8,81,153,340
30212,13,669,6,31,105,824
33782,44,53,12,117,251,477
718,301,3326,202,265,2561,6655
20085,17,63,12,53,149,294
7054,50408,814573,28896,30797,166563,1091237
38549,112,708,69,168,495,1552
36473,215,3356,104,132,2364,6171
40876,174,214,61,69,1260,1778
49738,10331,16187,2118,2713,25229,56578
48483,69242,138836,8253,13329,105021,334681
2300,63,2135,53,87,1329,3667
2399,39,1177,31,74,611,1932
1526,517,98021,270,274,4223,103305
15881,1285,23315,646,595,9313,35154
22097,7952,77750,3488,1790,25409,116389
23361,348,9142,358,229,5463,15540
1839,50,715,77,166,349,1357
40407,2,31,4,21,44,102
37202,20323,76476,9168,21042,51834,178843
6201,9759,140421,4654,6589,40204,201627
14821,18,106,4,62,133,323
31143,1541,17343,785,2310,5772,27751
17699,154,3916,98,112,1932,6212
33362,949,8039,497,658,5362,15505
35035,10,51,1,35,47,144
39330,4,121,1,9,21,156
37773,523,12602,214,150,12403,25892
41100,14,0,13,29,51,107
34915,1705,6955,895,1224,8695,19474
36090,9,181,4,15,52,261
36761,84,378,41,82,1485,2070
6557,42,423,30,51,536,1082
254,240,8820,232,205,2198,11695
37350,8,116,0,16,35,175
33174,7,54,1,48,54,164
12237,242,1942,120,202,2526,5032
19875,16,217,13,105,121,472
6198,116,9536,119,124,1977,11872
5693,22,112,14,44,145,337
17679,168,4895,79,65,2816,8023
43668,0,7,2,5,10,24
34734,68,2399,29,66,1046,3608
39397,524,8598,167,179,3553,13021
45557,85,134,26,72,355,672
5208,149,1133,110,133,1028,2553
43697,3792,38660,1152,4599,15737,63940
23537,6,62,5,65,87,225
43805,0,10,1,5,8,24
36669,13,168,2,27,59,269
36600,21,774,7,16,156,974
3062,331,2472,210,212,1072,4297
40638,91,136,27,52,265,571
6579,22,235,11,44,176,488
10458,792,5231,401,383,2618,9425
9886,9,90,7,47,105,258
24437,40,367,14,87,224,732
1487,290,16038,253,256,5663,22500
18631,19,65,15,36,184,319
40153,11,186,6,18,82,303
40567,61,107,11,75,307,561
11355,423,16563,190,254,7434,24864
9521,44,457,16,81,342,940
35557,21238,190269,9092,8276,147302,376177
33569,1904,32728,840,1085,10953,47510
42395,12911,34274,3238,6724,28451,85598
50183,0,0,0,0,1058,1058
36524,529,17930,176,352,3828,22815
37823,8832,40309,3177,22811,28822,103951
40480,50,1661,18,47,476,2252
23369,217,9580,198,193,4382,14570
38073,6,94,6,37,47,190
34349,258,6334,130,139,2821,9682
43663,0,11,1,7,6,25
3861,484,11851,398,310,5892,18935
48096,0,4,0,9,14,27
8717,7,369,3,30,125,534
17157,1457,35126,600,578,9896,47657
14125,11,213,4,36,53,317
29587,8,219,3,41,53,324
997,551,40393,347,269,7272,48832
34726,28,34,4,46,69,181
1816,3023,48065,3719,6187,5998,66992
593,1829,13130,1730,1516,21734,39939
43373,0,8,2,6,11,27
23157,11,363,6,25,127,532
797,181,6888,146,122,1866,9203
17913,44,2605,14,30,322,3015
50,6528,90947,6986,8496,33895,146852
37642,29,114,7,39,149,338
37517,16676,128644,7994,14835,77769,245918
375,301,3304,366,399,2577,6947
5104,40,499,36,102,311,988
33572,612,1697,303,930,4532,8074
1008,263,13126,213,156,3629,17387
5209,598,3190,313,262,1850,6213
7522,118,525,121,159,491,1414
2289,62,1261,58,68,779,2228
13087,10,286,8,39,101,444
980,247,1494,253,418,2260,4672
33855,74,560,51,82,1157,1924
19957,15,156,6,51,125,353
3375,1270,43138,407,640,5047,50502
43919,8,266,1,5,20,300
2689,38,632,34,56,481,1241
40957,475,1725,116,265,1947,4528
10585,8,483,2,31,65,589
50101,2,17,2,4,4,29
2180,121,1070,85,98,1460,2834
44159,0,10,0,15,11,36
40753,22,195,23,35,385,660
1407,263,2673,127,171,1535,4769
48257,1,9,1,19,22,52
13173,99,3477,60,59,1446,5141
23317,5487,157474,2172,1684,48751,215568
33983,3120,15039,1781,3038,14125,37103
5900,38,263,18,66,494,879
9606,10,60,3,51,60,184
836,1498,10144,1188,1937,8014,22781
30845,91,1659,59,110,1153,3072
10349,53,247,32,113,162,607
29954,13,462,7,27,92,601
32561,890,40172,362,284,9300,51008
39722,15,214,13,16,1055,1313
8501,14,112,10,89,147,372
16331,146,6003,47,59,1642,7897
2979,136,1422,86,152,696,2492
24037,3271,48336,2443,2458,17003,73511
1941,442,3504,399,529,5193,10067
5408,104,651,70,90,466,1381
35239,27,93,15,60,386,581
11197,14,74,8,55,95,246
25983,18,84,6,33,158,299
50668,0,0,0,0,3577,3577
1818,25650,360204,21645,22012,174711,604222
29904,11,403,2,34,143,593
6127,2422,73104,2224,2665,19640,100055
50150,3,61,0,1,14,79
6965,23,240,10,47,162,482
40721,6,335,2,11,47,401
40599,5,85,2,13,36,141
48755,823,6907,326,251,1991,10298
40453,1361,58755,455,279,17112,77962
40655,4,103,1,12,20,140
35532,8,91,0,15,29,143
40784,1862,30424,504,362,8668,41820
49514,4140,1,295,2222,7261,13919
7466,17,813,1,33,133,997
557,144,4526,109,108,1540,6427
31765,10500,520961,2561,2371,92056,628449
35111,1505,39160,543,486,19162,60856
21955,12,89,5,58,65,229
38021,148,292,67,81,2236,2824
23607,13,87,10,66,137,313
20589,693,2899,290,212,1345,5439
16564,19,234,9,78,148,488
38795,7,199,1,14,38,259
1562,6798,95264,5731,7254,32060,147107
23281,20745,403028,12382,13658,133152,582965
17341,340,13999,170,135,4228,18872
98,3784,62732,3816,4456,32826,107614
35395,13,260,2,29,44,348
47762,0,4,0,9,13,26
622,244,4448,158,151,3073,8074
18691,1834,7051,793,564,3914,14156
30123,31395,360779,20113,21057,140102,573446
3308,305,2172,186,189,1357,4209
34504,1682,28580,701,311,19937,51211
43636,0,7,1,7,9,24
37760,769,8050,182,141,5974,15116
34817,18,183,2,56,129,388
34204,896,10101,587,276,6708,18568
39093,125,3521,42,67,1219,4974
21647,9009,194756,3104,1368,115414,323651
35026,9,45,1,41,38,134
8522,17,87,4,50,114,272
8081,25,226,8,51,257,567
26237,13,48,9,51,98,219
1104,295,4090,205,187,2770,7547
2881,75,856,49,55,1051,2086
16912,19,344,17,66,267,713
27989,20285,200216,12224,10103,152701,395529
594,776,72850,444,368,8052,82490
41786,3,68,1,8,18,98
33938,8,98,0,16,30,152
307,48,606,53,152,254,1113
469,5855,116081,5250,7490,31692,166368
34182,11,37,1,48,42,139
29868,86,1883,56,88,1124,3237
29918,9,162,6,38,86,301
535,1858,48108,1457,971,11969,64363
34437,4617,144336,1624,1082,117130,268789
21295,12,109,3,65,76,265
40427,2,56,1,11,31,101
1168,355,4739,351,210,2810,8465
44164,0,8,0,9,11,28
30782,4393,44980,1848,7196,19468,77885
2795,4187,38845,3616,6043,18130,70821
41814,70,61,31,24,1784,1970
49297,668,13596,157,166,6000,20587
18937,15,130,13,71,100,329
39892,3,112,1,14,18,148
3625,162,3501,74,116,2850,6703
34979,113,347,42,182,281,965
42882,31,273,7,19,185,515
5984,1994,14497,1721,2166,21287,41665
13431,31,149,19,100,190,489
49065,1,16,0,12,19,48
1677,50,1166,55,66,863,2200
116,693,8774,677,726,5229,16099
46650,31,366,21,28,448,894
709,1370,10835,1188,1016,11609,26018
7014,228,3675,138,91,4226,8358
6419,61,319,34,65,608,1087
9495,33,323,19,50,598,1023
5925,44,869,21,45,593,1572
515,142,2703,84,98,1804,4831
17585,192,4807,118,96,2018,7231
2804,124,879,97,178,1130,2408
1643,63,902,33,63,619,1680
24699,2552,12084,1617,3117,12565,31935
7980,17,151,14,100,133,415
4799,174,977,114,113,711,2089
36272,8,22,3,31,36,100
35842,4708,28540,1873,1825,47571,84517
37449,8861,50817,2956,2194,36305,101133
5661,24,988,7,59,174,1252
2072,81,846,55,116,813,1911
24591,80,3892,40,100,909,5021
22181,30,536,8,30,144,748
8057,794,10996,531,474,6506,19301
42863,3,66,2,7,18,96
29907,8,504,4,27,128,671
29778,13,913,10,20,140,1096
1603,349,3384,357,449,2694,7233
34813,20,142,15,38,157,372
39056,14,303,6,18,97,438
2552,192,483,181,248,1254,2358
1910,375,3058,231,139,4699,8502
38290,9,179,0,15,50,253
13261,1776,39321,999,1588,5075,48759
35226,53,26,21,154,136,390
48318,3,11,2,14,56,86
2109,445,5178,384,305,2342,8654
49139,1,20,1,6,17,45
40728,5,100,1,15,55,176
599,192,2336,139,118,2375,5160
521,2749,50517,2774,4354,9717,70111
43435,7,126,2,6,20,161
7455,214,1160,131,126,826,2457
32166,8,54,2,53,46,163
38287,5,64,4,19,30,122
46420,1166,22656,615,238,26697,51372
10958,283,4696,147,404,2261,7791
21031,97,2412,53,99,1101,3762
47768,0,6,1,15,12,34
1826,1727,12488,1807,1874,8169,26065
36756,96,2453,85,151,1381,4166
13141,448,3883,319,886,3564,9100
13563,113,1046,44,65,833,2101
35128,13,181,8,52,200,454
39634,8,26,2,17,50,103
32821,8,97,4,75,47,231
20359,1588,36553,630,676,14575,54022
2168,119,1214,119,116,1375,2943
41448,3,85,3,6,22,119
356,34974,589389,22892,27285,176083,850623
1396,28,241,17,47,324,657
28433,12,1249,9,38,234,1542
11867,180,6288,95,118,3527,10208
39265,2,10,1,32,30,75
50789,0,0,0,0,456,456
36744,8,192,0,22,46,268
8213,31,391,16,94,167,699
27965,13,61,8,54,56,192
17785,23,458,19,48,330,878
12769,54,319,44,59,704,1180
17637,641,14283,445,492,6650,22511
6802,7445,60192,6202,6018,68242,148099
21635,620,26724,278,180,7000,34802
2814,27,594,33,114,179,947
33949,528,18712,221,134,7508,27103
41404,25,26,10,57,180,298
21821,1847,10163,1019,3223,8593,24845
33116,9,82,4,47,57,199
30911,23064,166939,10767,16220,81083,298073
49550,308,7276,78,137,1867,9666
23595,29,335,33,63,460,920
25871,29,322,21,55,139,566
48751,12,36,5,21,54,128
36396,10,87,2,26,27,152
49410,343,310,130,86,2115,2984
12131,238,2930,169,190,2480,6007
35205,15,43,6,42,67,173
28733,37,348,37,50,555,1027
1302,201,4456,144,122,3365,8288
47798,1,8,0,8,14,31
41135,13,319,4,29,134,499
3399,163,559,151,175,1180,2228
23593,14,58,4,38,103,217
12521,17,439,1,22,103,582
7338,5565,182840,2902,1590,45694,238591
2440,110,1131,74,85,534,1934
2827,77,2716,108,373,491,3765
18033,13,171,8,45,116,353
28339,24,1885,11,68,288,2276
43499,0,9,1,6,11,27
43703,2,33,5,24,39,103
4553,19,162,10,66,130,387
3956,627,30715,560,402,8224,40528
39306,6,130,1,13,53,203
28543,9,68,2,62,47,188
16904,5099,163335,2099,1753,61154,233440
49295,642,1667,198,176,614,3297
44162,0,8,0,9,16,33
40559,11,374,4,8,45,442
40803,6086,15994,2264,5075,20370,49789
7523,18,404,8,77,174,681
31318,7869,48239,5429,18303,22202,102042
5535,43,340,13,40,371,807
20095,15,89,7,44,105,260
3199,167,2528,161,274,1940,5070
48605,14,463,9,19,98,603
8450,44,258,34,53,914,1303
21761,9,85,22,106,85,307
32832,62,143,36,49,1112,1402
5597,2868,15649,2184,2922,25433,49056
8705,244,2814,184,226,3772,7240
16554,8,84,8,47,92,239
27881,663,3240,336,315,1499,6053
39172,4,200,1,15,35,255
3115,121,1276,54,65,1989,3505
22569,16,160,5,45,105,331
808,214,3529,159,162,2014,6078
36841,21,664,7,14,128,834
49652,324,1626,113,88,959,3110
30094,13,205,5,35,66,324
1494,196,5205,128,124,3329,8982
25867,5972,28576,4813,9549,34707,83617
39369,10,240,9,43,140,442
2605,18233,139910,16702,11818,128764,315427
37529,7,127,1,18,52,205
36602,21,773,6,15,155,970
8023,1039,30860,700,438,10726,43763
30583,723,10099,320,348,2107,13597
40155,45,8,29,39,71,192
13807,1948,99784,803,737,25694,128966
32789,12,474,5,32,72,595
10842,461,10897,538,407,9464,21767
9768,38,298,29,136,189,690
37453,2,219,2,13,39,275
4163,1182,37639,646,367,9985,49819
34776,312,2990,158,131,3889,7480
33338,1006,48442,377,234,10655,60714
11879,1659,23098,756,621,4628,30762
40800,1,108,4,6,18,137
16808,13,117,3,65,101,299
8768,1848,67191,634,452,19085,89210
50672,0,0,0,0,9149,9149
27461,11,102,7,51,50,221
4252,61,651,36,48,601,1397
44065,321,339,52,69,889,1670
40336,664,3589,287,234,1330,6104
36807,7,76,1,13,21,118
2813,184,3771,238,414,746,5353
39473,0,0,0,0,2162,2162
29491,10,45,4,51,57,167
48129,2,10,1,19,30,62
45705,1,7,0,12,19,39
49751,7,249,2,3,20,281
255,175,7130,191,140,1865,9501
42366,2,21,1,17,40,81
21039,4035,33340,3316,3577,24745,69013
50399,0,0,0,0,10032,10032
24075,4389,44335,3559,5818,22649,80750
9968,535,3194,291,245,1721,5986
450,975,80890,596,282,11831,94574
3723,35,405,30,107,188,765
35230,174,348,61,97,1345,2025
7029,18,710,11,44,202,985
25601,14,57,3,59,93,226
1183,199,2108,115,155,1658,4235
19021,1687,65846,1060,632,24660,93885
42629,157,5250,80,50,1598,7135
6401,277,11985,237,190,5645,18334
32776,8,213,3,20,53,297
10770,630,3798,310,273,1857,6868
32276,15,47,4,53,101,220
22653,10,91,5,48,79,233
6779,40,429,49,122,197,837
41029,0,0,0,0,1889,1889
2897,34,2105,26,46,775,2986
31369,33,60,14,53,152,312
39394,3,202,3,11,28,247
33980,22,46,5,50,154,277
28979,9291,166589,4207,3747,44885,228719
8109,35,977,27,70,609,1718
3962,386,6470,405,811,4001,12073
18097,1556,31393,891,1694,5075,40609
29917,9,154,2,48,65,278
1498,2971,69500,2798,3197,18462,96928
34140,57,253,15,60,417,802
10335,24,133,8,35,225,425
38091,2075,9010,1101,3859,8310,24355
798,516,4795,420,445,6718,12894
4462,17,1239,6,42,105,1409
8663,15,611,13,49,238,926
35559,476,5240,167,283,3174,9340
32572,335,356,196,321,1415,2623
12279,41,544,20,70,443,1118
39155,1,8,2,30,28,69
39035,11,353,2,17,55,438
35350,13,66,2,22,31,134
41920,79,138,24,78,230,549
36398,10,107,0,16,24,157
3129,54,532,51,150,334,1121
2493,38,1072,42,76,691,1919
49524,304,2119,127,113,736,3399
21703,92,3403,84,130,1301,5010
29889,6,85,4,55,56,206
42640,382,4042,89,102,1814,6429
39198,15821,144110,5808,7748,79340,252827
51019,1,0,1,1,31034,31037
6735,53,689,40,64,781,1627
2061,72,1838,51,50,878,2889
10490,15308,173001,9056,16741,100930,315036
40733,452,1166,112,84,2547,4361
26147,7,40,4,48,52,151
5225,145,6115,99,110,2591,9060
39798,11,72,3,68,50,204
37506,22,325,3,23,186,559
47991,0,4,0,10,12,26
34328,21,119,5,26,91,262
23583,41,442,16,75,441,1015
16143,355,10241,233,249,4145,15223
33703,22,69,4,49,136,280
8373,45,2368,53,173,302,2941
32989,51,212,32,72,542,909
9868,17,136,9,63,101,326
42787,1,68,2,8,21,100
11977,2554,130017,1439,991,44073,179074
35983,8216,40902,4302,9479,34166,97065
20723,479,7124,451,371,2058,10483
33314,1423,5057,983,1721,3648,12832
9035,77,1774,52,80,1191,3174
11997,748,4824,388,295,2217,8472
25,7079,58012,6678,8674,43140,123583
21325,984,11784,635,1002,5354,19759
2533,236,1893,145,180,965,3419
21729,620,9818,382,520,2768,14108
30973,8,123,15,85,81,312
18907,9,52,3,52,62,178
31051,1914,73247,502,424,11968,88055
40568,55,229,18,42,389,733
2895,105,588,81,108,2553,3435
426,303,8154,360,456,4907,14180
27493,12,81,7,59,72,231
41918,186,315,28,52,427,1008
6230,87,195,38,62,900,1282
30781,12,116,0,43,64,235
6974,5461,48799,3914,5446,32513,96133
6791,1025,29951,558,426,9485,41445
12439,34,306,8,64,382,794
10549,83,2171,45,88,1129,3516
32898,71,1227,49,77,782,2206
16970,32,122,17,51,256,478
7304,318,16300,136,209,2357,19320
35073,40337,662083,10478,10813,96756,820467
36082,9,128,2,11,25,175
39979,281,396,246,453,2000,3376
45577,1582,4343,288,353,7642,14208
956,115,761,99,149,993,2117
34412,61,1705,26,65,707,2564
33925,103,193,33,73,372,774
38507,3,133,1,9,23,169
7449,7,260,5,29,82,383
7268,519,3250,288,248,1714,6019
39124,3,23,1,29,31,87
37950,4,25,5,43,46,123
4536,64,419,49,109,480,1121
10804,118,5986,84,69,1776,8033
43532,3,83,3,6,16,111
10820,25,251,11,58,304,649
16373,29,302,13,74,226,644
8423,81,1663,76,133,1711,3664
3676,111,379,108,123,963,1684
10562,60,305,33,108,316,822
10029,2125,120898,1014,399,37197,161633
5216,330,10076,257,195,4208,15066
3965,235,21447,220,121,5118,27141
38540,46,699,29,52,668,1494
18055,2389,39249,1294,1105,14528,58565
39057,52,1626,15,55,249,1997
17291,45,249,27,87,274,682
17403,27,237,17,75,469,825
48260,2,8,1,17,23,51
27519,39,144,26,89,246,544
865,330,1015,247,204,2975,4771
31426,76,1026,39,50,834,2025
10194,49,251,17,74,406,797
35525,9,125,2,28,29,193
15093,57,874,42,62,747,1782
39129,3,50,2,29,33,117
844,134,5373,119,108,2084,7818
743,1669,75372,793,473,27960,106267
2658,40,3171,45,106,582,3944
48569,139467,66,13750,3104,87717,244104
12685,840,49609,619,759,14408,66235
22623,10,104,5,42,82,243
43606,0,8,1,5,10,24
37442,1725,40548,794,299,31925,75291
21077,99,1495,75,133,1333,3135
9951,33,695,12,54,503,1297
22157,12,853,10,45,138,1058
36680,9,124,2,12,28,175
50955,0,0,0,0,1499,1499
7762,3481,13192,1619,861,10039,29192
42617,6,98,2,7,23,136
37733,7,175,2,25,73,282
37112,12,547,17,42,184,802
30137,1127,25423,402,780,9313,37045
37542,10,190,2,9,49,260
9212,19,104,17,46,289,475
50517,1,32,0,3,9,45
40344,10,1343,2,17,72,1444
33021,787,5789,244,1251,3825,11896
33004,1747,20632,926,687,10821,34813
7559,923,23489,650,683,13562,39307
22459,12,149,11,46,104,322
21649,139,2753,65,61,1514,4532
1540,74,2080,51,77,925,3207
37876,29,58,8,32,145,272
39095,2,233,2,19,44,300
4477,2831,90584,2123,1241,18974,115753
3622,554,2954,262,229,1544,5543
6064,925,28443,758,570,14764,45460
603,3250,20737,2938,2892,11509,41326
1300,177,1291,229,293,1668,3658
8937,16681,300349,10363,7786,80584,415763
36486,19,61,12,65,72,229
38413,162,249,45,84,1106,1646
38722,19,134,11,20,220,404
49889,0,0,1,0,51513,51514
41345,24844,107686,6431,20078,69893,228932
5781,11569,97937,4885,5425,58507,178323
2651,29,1561,32,84,421,2127
37392,8,125,3,40,50,226
35070,26,156,14,116,352,664
48262,7,18,6,26,53,110
18071,20,81,9,44,175,329
3325,165,672,126,151,1066,2180
41466,2544,14068,496,1892,7686,26686
35123,7,32,4,41,41,125
43534,0,9,1,6,9,25
43581,0,8,1,9,11,29
41447,4,228,1,8,51,292
1151,518,8457,340,323,5438,15076
39477,1152,11373,593,488,12730,26336
39087,7,113,1,13,25,159
37594,6,190,1,14,35,246
2244,138,453,101,146,1204,2042
2097,79,1660,46,68,985,2838
50486,1,20,0,1,4,26
29770,13,506,5,22,114,660
5755,69,873,36,67,703,1748
422,84,1940,67,60,976,3127
21523,59,1248,39,141,480,1967
37515,2015,41957,758,838,42965,88533
49618,0,0,0,2,6281,6283
39758,4,10,2,26,23,65
4936,396,6115,539,1334,806,9190
40358,3378,5692,1709,5590,10525,26894
6904,1004,23069,506,441,14200,39220
34860,7,173,1,13,56,250
31740,668,4980,361,390,1682,8081
7501,21,319,10,59,128,537
2818,134,802,102,154,886,2078
16830,10,64,3,58,62,197
1160,138,1879,69,89,1429,3604
620,1149,10549,1024,999,10664,24385
23877,42,1705,15,43,462,2267
28561,8,37,1,50,44,140
36667,8,119,2,12,24,165
43694,0,0,0,0,1267,1267
338,5147,28832,4302,2618,40360,81259
2351,293,2423,161,198,1312,4387
763,1578,31895,1923,2685,7319,45400
7844,14,139,9,44,274,480
27603,745,5320,378,303,1852,8598
3583,130,1040,71,100,587,1928
38138,15,80,3,73,51,222
3679,846,4372,467,399,2719,8803
45908,1,4,0,10,20,35
42562,462,1688,188,208,4335,6881
39385,3,100,1,9,45,158
31783,6161,43139,2887,1949,15482,69618
