character_id,people_id
136300,43718
85981,43718
151303,43718
123525,43718
724,43718
133796,43718
39436,43718
724,43718
724,43718
724,43718
33793,43718
724,43718
724,43718
195304,53997
160412,56736
173775,56736
21217,56736
107397,56736
60279,56736
17947,56736
21217,56736
25149,56736
3092,56736
17947,56736
135179,56736
9758,56736
17264,56736
21217,56736
1040,56736
12361,56736
1180,56736
1258,56736
4781,56736
1258,56736
1258,56736
91947,56736
21217,56736
19145,12636
167058,49420
16990,1211
22456,1211
1699,1211
151766,10215
128270,10215
39188,10215
22586,10215
16737,10215
119785,10215
31725,10215
181038,10215
1606,1357
41156,1357
143395,1357
156454,1357
156439,1357
163836,1357
130687,1357
157533,50356
159037,50356
154811,50356
73507,50356
184446,47810
161674,47810
159007,47810
26754,435
15620,435
29790,435
29790,435
27011,435
27011,435
3618,435
3618,435
155481,435
104111,435
74699,435
115673,435
42548,435
104111,435
61763,435
74699,435
64969,435
6126,435
61763,435
132739,435
2902,435
806,435
29790,435
8409,435
42402,435
2902,435
2902,435
29270,435
23673,435
21262,435
29790,435
58643,435
4973,435
55543,435
25335,435
6126,435
806,435
8409,435
6126,435
2902,435
6751,435
806,435
7947,435
8409,435
35440,435
4565,435
806,435
15620,435
8409,435
6751,435
806,435
3547,435
3547,435
806,435
15701,435
25496,435
35695,435
9169,435
9169,435
15620,435
19762,435
54075,435
29653,435
16857,435
28283,435
91527,435
7633,435
9169,435
141558,435
7947,435
45503,435
29135,435
3932,435
79363,435
11986,435
132739,435
2940,435
7947,435
53761,435
22182,435
38754,435
806,435
7947,435
5165,435
100199,435
27237,435
97841,435
114461,435
124695,435
45503,435
13439,435
88195,435
8914,435
100151,435
27191,435
3618,435
806,435
42410,435
132082,435
19119,435
4670,435
126410,435
166154,435
15287,435
99577,435
3932,435
111597,435
97841,435
30978,435
114461,435
7540,435
41168,435
130856,435
3932,435
86969,435
60433,435
99577,435
3932,435
10482,435
132467,435
4973,435
16258,435
91989,435
113551,435
53793,435
26754,435
49827,435
38671,435
41168,435
4403,435
130856,435
16258,435
8792,435
7540,435
4973,435
3932,435
26300,435
144211,435
4587,435
42279,435
16258,435
15620,435
22281,435
15088,435
42687,435
16070,435
31799,435
136620,435
4587,435
8937,435
58643,435
5320,435
120147,435
158638,435
16196,435
131313,435
131298,435
8914,435
756,435
806,435
36769,435
89173,435
14092,435
58029,435
13327,435
4972,435
9068,435
13327,435
164416,435
17501,435
27734,435
18369,435
13327,435
18235,435
164416,435
125385,435
14341,435
164416,435
164416,435
4776,435
15293,435
125686,435
16732,435
60745,435
117673,435
59661,435
140140,435
81499,435
114071,435
96811,435
33081,435
61263,435
104717,435
15088,435
5921,435
104717,435
2440,435
18399,6950
12135,6950
129994,29671
125827,29671
101741,29671
117971,29671
117593,29671
63893,787
11512,787
1805,787
22108,787
246,787
31333,787
1168,259
194725,259
142784,259
172215,259
3694,259
165617,259
6304,259
3694,259
160325,259
172423,259
159956,259
148256,259
163983,259
145206,259
172768,259
142784,259
3694,259
139115,259
134103,259
61603,259
137555,259
3694,259
3694,259
131657,259
141226,259
143079,259
112261,259
105145,259
3694,259
98967,259
34316,259
31023,259
31023,259
82243,259
31023,259
133772,259
3694,259
46175,259
59855,259
34316,259
31023,259
31023,259
34316,259
42995,259
100681,259
6304,259
3694,259
34316,259
31023,259
32881,259
47509,259
32881,259
28694,259
31023,259
31023,259
3694,259
31023,259
1168,259
31023,259
40014,259
81733,259
1168,259
31023,259
7835,259
141160,259
8481,259
31023,259
31023,259
31023,259
21780,259
7016,259
76530,259
40689,259
31023,259
1168,259
14450,259
30043,259
31023,259
31023,259
31023,259
19074,259
32213,259
31023,259
9838,259
31023,259
31023,259
85069,259
7016,259
31023,259
36436,259
1168,259
90495,259
31023,259
31023,259
8371,259
31023,259
31023,259
107941,259
31023,259
31023,259
5658,259
13314,259
126728,259
12786,259
31023,259
7553,259
151824,259
12786,259
8181,259
31023,259
46611,259
31023,259
151824,259
37093,259
33726,259
61603,259
8181,259
31023,259
151824,259
110259,259
3914,259
43734,259
31023,259
31023,259
18965,259
50407,259
3945,259
35322,259
23686,259
151824,259
127730,259
31023,259
99247,259
163716,259
163225,259
151824,259
31023,259
31023,259
3694,259
38722,259
31023,259
31023,259
3694,259
195987,259
71521,259
12711,259
31023,259
31023,259
15330,259
27825,259
6304,259
3694,259
31023,259
47339,259
16938,259
13944,259
31023,259
31023,259
6304,259
154351,259
3694,259
31023,259
3694,259
6304,259
31023,259
121205,259
31127,259
3694,259
31023,259
31023,259
125368,259
134701,259
16938,259
31023,259
63587,259
5340,259
8992,259
3694,259
132371,259
70121,259
74211,259
31023,259
74211,259
90515,259
25672,259
133073,259
59693,259
31463,259
18185,259
156177,259
133073,259
9715,259
121403,259
3914,259
4928,259
154610,259
120481,259
17999,259
17994,259
46053,259
116385,259
125588,259
64471,29113
140936,4217
3995,4217
24362,4217
24351,4217
60965,4217
14143,4217
40557,4217
9240,1285
9240,1285
1694,1285
68677,1285
1694,1285
54863,1285
32307,1285
1694,1285
1694,1285
1694,1285
1694,1285
9240,1285
4157,1285
2493,1285
52369,1285
156,1285
17484,1285
12561,1285
6756,1285
9240,1285
1694,1285
56449,1285
6756,1285
1488,1285
1489,1285
5315,1285
9714,1285
35643,1285
6963,1285
27825,1285
8451,1285
145966,1285
732,1285
78379,1285
17707,1285
72917,1285
28320,1285
14854,1285
17707,1285
59943,1285
28032,1285
55547,1285
93761,1285
23065,1285
4011,1285
125818,1285
93761,1285
6769,1285
6769,1285
6769,1285
202981,33725
172,33725
167,33725
2440,33725
18731,33725
2549,33725
642,33725
16738,33725
2440,33725
18731,33725
3576,33725
117,33725
1263,33725
718,33725
2156,33725
16422,33725
243,33725
38351,33725
415,33725
16648,33725
243,33725
8268,33725
3795,33725
172,33725
167,33725
53561,33725
9118,33725
8182,33725
3604,33725
5909,33725
9196,33725
9195,33725
1255,33725
1255,33725
76718,33725
2859,33725
1255,33725
18295,33725
9014,33725
9014,33725
17955,33725
123337,36649
123337,36649
123337,36649
123337,36649
20326,33031
75634,40011
16024,1046
105275,1046
65121,1046
32358,1046
32358,1046
32358,1046
105275,1046
1045,1046
81821,1046
65519,1046
65121,1046
21958,1046
9102,1046
16024,1046
9102,1046
16024,1046
61953,1046
907,1046
32358,1046
32358,1046
13061,1046
907,1046
5727,1046
13061,1046
907,1046
5727,1046
16519,1046
18639,1046
22923,1046
907,1046
53361,1046
1658,1046
50035,1046
48763,1046
907,1046
5727,1046
31380,1046
16303,1046
24526,1046
132127,1046
132125,1046
8620,1046
1967,1046
54887,1046
159861,1046
47773,1046
16223,1046
16165,1046
16164,1046
135995,1046
15084,1046
92371,1046
23233,1046
131976,1046
130435,1046
18614,1046
130047,1046
36403,1046
12711,1046
130435,1046
12711,1046
37973,1046
136618,1046
131749,1046
131742,1046
45821,1046
135895,1046
17796,1046
120765,1046
56633,1046
9916,1046
129527,1046
186691,53293
40562,5
2780,5
42711,5
42711,5
200841,5
109361,5
147282,5
182468,5
200906,5
191517,5
179325,5
193359,5
163536,5
189378,5
2282,5
2282,5
147282,5
151148,5
89103,5
185064,5
184526,5
133771,5
180111,5
168119,5
2780,5
2780,5
147282,5
2780,5
2282,5
147282,5
133771,5
40562,5
172024,5
151148,5
122475,5
168959,5
89103,5
51153,5
163536,5
146210,5
109361,5
2282,5
157511,5
109361,5
157785,5
146210,5
15027,5
2780,5
57171,5
2282,5
147282,5
124937,5
128631,5
109361,5
109361,5
157570,5
157453,5
57171,5
89103,5
2282,5
152941,5
150891,5
109361,5
109361,5
152813,5
109361,5
109361,5
148514,5
143534,5
157511,5
36976,5
42711,5
147282,5
124937,5
139102,5
144878,5
40562,5
61949,5
143535,5
130603,5
125190,5
124937,5
130745,5
141472,5
64853,5
139102,5
111985,5
36976,5
100775,5
2282,5
27162,5
125190,5
89103,5
130745,5
100775,5
64853,5
88567,5
52791,5
2282,5
122475,5
40562,5
125190,5
112589,5
2282,5
109361,5
36976,5
124710,5
36976,5
47219,5
42711,5
103775,5
120869,5
75430,5
112589,5
109361,5
36976,5
14064,5
101159,5
51153,5
27162,5
47219,5
36976,5
100775,5
93573,5
40562,5
46993,5
36976,5
54579,5
46993,5
88263,5
104443,5
5267,5
5267,5
2282,5
76902,5
47219,5
76902,5
40562,5
36976,5
76902,5
73857,5
77529,5
15582,5
74301,5
65961,5
54579,5
15582,5
2282,5
61949,5
46993,5
2282,5
61949,5
63575,5
42711,5
63861,5
36976,5
61949,5
59911,5
67277,5
57767,5
50693,5
52505,5
115539,5
115535,5
50693,5
52791,5
45543,5
46993,5
51367,5
46417,5
45543,5
40562,5
45889,5
42859,5
2282,5
128631,5
5267,5
39924,5
29109,5
11849,5
33288,5
33287,5
33289,5
19940,5
42527,5
38486,5
38177,5
39037,5
33477,5
33288,5
33287,5
33289,5
2282,5
27717,5
2282,5
37274,5
24972,5
14042,5
51153,5
5267,5
14042,5
4319,5
20920,5
23488,5
21407,5
8465,5
5267,5
42527,5
2282,5
5267,5
14927,5
5267,5
3204,5
42527,5
14064,5
12282,5
10554,5
5267,5
8465,5
5267,5
5267,5
5211,5
3204,5
117,5
113121,5
94285,5
2816,5
2418,5
57881,5
85,5
23219,5
143534,5
8465,5
14089,5
1921,5
779,5
14963,5
5285,5
117,5
9328,5
3917,5
16966,5
22,5
2282,5
3146,5
5027,5
117,5
1973,5
2816,5
5949,5
2282,5
4319,5
4319,5
1973,5
5285,5
2207,5
1973,5
2272,5
30627,5
2492,5
9391,5
117,5
1973,5
4542,5
79677,5
5840,5
799,5
100,5
2212,5
5285,5
133619,5
33868,5
5285,5
5285,5
79677,5
4542,5
9248,5
8313,5
2816,5
2652,5
109701,5
25713,5
16061,5
9248,5
8744,5
35790,5
5840,5
177,5
16863,5
1886,5
1678,5
5285,5
69417,5
4435,5
1886,5
59747,5
79381,5
100,5
15027,5
37463,5
436,5
50547,5
436,5
11114,5
3742,5
30203,5
141796,5
149223,5
29137,5
10341,5
69623,5
117741,5
6920,5
7974,5
137136,5
12175,5
3953,5
7975,5
25598,5
128631,5
1615,422
140497,422
1615,422
1615,422
111179,422
111179,422
51059,422
1615,422
20396,422
20397,422
433,422
3606,422
1615,422
31116,422
197034,422
77491,45697
103223,45697
72199,45697
72199,45697
351,45697
23854,45697
4487,45697
16336,45697
1085,45697
5138,45697
395,45697
415,45697
2507,45697
194571,930
176775,930
170941,930
170936,930
170930,930
173488,930
167442,930
170193,930
170193,930
140443,930
139439,930
140443,930
133674,930
128786,930
125558,930
106061,930
27771,930
129486,930
107987,930
150292,930
90953,930
22337,930
107987,930
19667,930
33396,930
87003,930
82719,930
42936,930
39182,930
129486,930
107987,930
22337,930
27771,930
129486,930
107987,930
55291,930
42936,930
27771,930
107987,930
46887,930
44833,930
17246,930
42118,930
67273,930
22337,930
40334,930
22337,930
19667,930
19667,930
22337,930
107987,930
129486,930
33396,930
19667,930
23640,930
111177,930
107987,930
27771,930
129486,930
22337,930
165907,930
19667,930
14797,930
26813,930
129694,930
16591,930
128198,930
6476,930
6478,930
6446,930
6477,930
15540,43008
16915,43008
142403,43008
56987,43008
58137,21703
40652,56069
40652,56069
88217,56069
40652,56069
40652,56069
6108,56069
40652,56069
51889,56069
3823,18987
7423,7615
47385,19307
47385,19307
195037,947
89,947
136805,947
151608,947
136805,947
45793,947
32919,947
22808,947
6805,947
62725,947
35046,947
509,947
8302,947
43715,510
64959,510
64959,510
47689,510
40889,510
8452,510
8452,510
989,510
33520,510
989,510
989,510
4250,510
30160,510
16977,510
970,510
970,510
16879,510
7696,510
8452,510
344,510
2198,510
989,510
4250,510
7397,510
970,510
20854,510
36116,510
24445,510
8452,510
20604,510
32408,510
1777,510
21210,510
3198,510
38225,510
151374,510
3198,510
39254,510
7860,510
139443,40938
169220,56546
50467,56546
50465,56546
47891,56546
43581,56546
102563,56546
12576,56546
1354,305
1354,305
1354,305
1354,305
1354,305
3794,305
8271,305
133472,305
7540,305
8802,305
2111,305
15450,305
150524,1162
502,1162
131567,1162
157717,1162
131567,1162
502,1162
131567,1162
502,1162
2909,1162
502,1162
42936,1162
37492,1162
55091,1162
12,1162
32622,1162
40593,1162
37492,1162
39380,1162
12,1162
18684,1162
3518,1162
378,1162
3518,1162
378,1162
162626,1162
378,1162
111225,1162
3711,1162
14779,1162
3197,1162
2789,1162
378,1162
378,1162
198,1162
378,1162
12,1162
15477,1162
2295,1162
198,1162
32151,1162
12,1162
6016,1162
27670,1162
1761,1162
2909,1162
30108,1162
58825,1162
17258,1162
27940,1162
20939,1162
61537,1162
4211,1162
2909,1162
914,11922
57045,11922
22201,11922
22201,11922
67837,11922
6305,11922
52703,11922
87899,11922
23529,11922
22800,11922
134166,11922
914,11922
89445,11922
914,11922
49981,11922
914,11922
8703,11922
914,11922
914,11922
914,11922
914,11922
18593,11922
914,11922
914,11922
914,11922
914,11922
60053,11922
914,11922
152163,40512
138418,40512
138418,40512
168572,9873
138528,9873
138528,9873
77773,9873
56689,9873
205177,18453
67501,18453
67501,18453
67501,18453
91781,18453
91781,18453
67501,18453
104769,18453
89649,18453
67501,18453
67501,18453
91781,18453
70617,18453
10814,1744
139442,41397
85983,41397
63903,41397
9441,41397
32851,41397
13259,41397
24943,41397
14626,41397
28228,41397
11352,41397
3870,41397
129572,41397
43118,41397
157355,47510
182568,56479
112903,39128
165459,39128
172029,39128
112903,39128
164214,39128
159070,39128
156356,39128
150582,39128
142788,39128
152161,39128
151091,39128
142788,39128
138409,39128
138799,39128
137752,39128
133666,39128
182299,39128
160421,47137
156518,47137
156516,47137
156244,47137
156243,47137
156223,47137
156223,47137
76622,6725
44013,6725
54121,6725
40774,6725
36492,6725
140290,6725
140290,6725
31745,6725
34928,6725
65899,6725
21217,6725
74447,6725
17099,6725
35356,6725
25644,6725
61455,6725
1980,6725
18358,6725
942,6725
102503,6725
102503,6725
4340,6725
8429,6725
163845,6725
100785,6725
45097,6725
38244,6725
179941,6725
179873,22183
179873,22183
164389,22183
179873,22183
168419,22183
114649,22183
146140,22183
114649,22183
121135,22183
114649,22183
114649,22183
83365,22183
19863,7324
33700,7324
19863,7324
33632,7324
193715,11893
90911,11893
90911,11893
153197,11893
148288,11893
111825,11893
82361,11893
6013,11893
40337,11893
158339,47841
182571,45607
151586,45607
151586,45607
152966,46655
102837,30099
499,44173
499,44173
36471,44173
188568,42849
43709,42849
118995,42849
59565,42849
96565,8864
4382,8864
1047,8864
144762,43237
136731,56798
136731,56798
91057,56798
91057,56798
91057,56798
179032,50867
267,1104
11909,43712
11909,43712
161222,43712
8840,43712
22200,43712
7712,43712
2182,43712
8840,43712
5829,43712
2317,43712
1724,43712
57227,43712
2182,43712
5829,43712
23507,43712
160888,43712
138030,43712
59457,43712
5829,43712
747,43712
13439,43712
2468,43712
19093,43712
14250,43712
